ID,Date_start_contract,Date_last_renewal,Date_next_renewal,Date_birth,Date_driving_licence,Distribution_channel,Seniority,Policies_in_force,Max_policies,Max_products,Lapse,Date_lapse,Payment,Premium,Cost_claims_year,N_claims_year,N_claims_history,R_Claims_history,Type_risk,Area,Second_driver_flag,Year_matriculation,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Length,Weight,Age
9,2013-10-24,2016-10-24,2017-10-24,1949-10-22,1995-05-17,1,6,1,3,1,0,2017-10-24,0,259.12,0,0,2,0.5,3,0,Yes,2013,65,1870,13140.0,5,D,4.129,1125,75.75359342915812
9,2013-10-24,2017-10-24,2018-10-24,1949-10-22,1995-05-17,1,6,3,3,1,1,2017-10-24,0,214.34,0,0,2,0.5,3,0,Yes,2013,65,1870,13140.0,5,D,4.129,1125,75.75359342915812
12,2016-04-05,2018-04-05,2019-04-05,1946-06-04,1966-10-12,1,3,1,1,1,1,2018-04-05,1,488.81,0,0,8,4.0,2,0,Yes,2007,70,1248,13780.0,4,D,4.159,1295,79.13757700205339
13,2016-05-13,2017-05-13,2018-05-13,1951-02-16,1976-10-16,0,3,1,1,1,0,2018-05-13,0,257.39,0,0,0,0.0,3,1,No,2007,75,1390,8548.0,4,P,4.25,1050,74.43394934976044
13,2016-05-13,2016-05-13,2017-05-13,1951-02-16,1976-10-16,0,3,1,1,1,0,2018-05-13,0,248.68,0,0,0,0.0,3,1,No,2007,75,1390,8548.0,4,P,4.25,1050,74.43394934976044
13,2016-05-13,2018-05-13,2019-05-13,1951-02-16,1976-10-16,0,3,1,1,1,1,2018-05-13,0,254.81,0,0,0,0.0,3,1,No,2007,75,1390,8548.0,4,P,4.25,1050,74.43394934976044
22,2014-11-11,2015-11-11,2016-11-11,1944-04-01,1964-05-01,0,5,1,1,1,0,2018-11-11,0,274.61,0,0,1,0.25,3,0,No,2004,100,1896,15571.0,5,D,3.953,1165,81.31143052703628
22,2014-11-11,2016-11-11,2017-11-11,1944-04-01,1964-05-01,0,5,1,1,1,0,2018-11-11,0,269.72,0,0,1,0.25,3,0,No,2004,100,1896,15571.0,5,D,3.953,1165,81.31143052703628
22,2014-11-11,2017-11-11,2018-11-11,1944-04-01,1964-05-01,0,5,1,1,1,0,2018-11-11,0,269.72,0,0,1,0.25,3,0,No,2004,100,1896,15571.0,5,D,3.953,1165,81.31143052703628
23,2017-06-08,2018-06-08,2019-06-08,1959-04-13,1986-04-28,0,2,1,1,1,1,2018-06-08,0,444.88,0,0,0,0.0,3,1,Yes,2012,90,1598,19550.0,5,D,4.315,1365,66.28062970568104
23,2017-06-08,2017-06-08,2018-06-08,1959-04-13,1986-04-28,0,2,1,1,1,0,2018-06-08,0,431.93,0,0,0,0.0,3,1,Yes,2012,90,1598,19550.0,5,D,4.315,1365,66.28062970568104
24,2015-12-17,2015-12-17,2016-12-17,1960-05-31,1982-10-14,0,1,1,1,1,1,2016-06-17,1,328.02,0,0,0,0.0,2,0,No,2001,115,2799,24063.94,2,D,5.584,2223,65.14715947980835
26,2015-11-04,2016-11-04,2017-11-04,1961-08-09,1979-09-03,1,2,1,1,1,1,2016-11-04,1,348.31,0,0,0,0.0,3,0,No,2011,71,999,14450.0,2,P,2.695,780,63.95619438740589
26,2015-11-04,2015-11-04,2016-11-04,1961-08-09,1979-09-03,1,2,1,1,1,0,2016-11-04,1,338.16,0,0,0,0.0,3,0,No,2011,71,999,14450.0,2,P,2.695,780,63.95619438740589
33,2016-12-07,2016-12-07,2017-12-07,1951-05-08,1975-05-25,1,2,1,2,1,0,2018-05-17,0,249.68,0,0,0,0.0,3,0,No,1990,75,1199,13220.0,3,P,3.839,935,74.21218343600273
33,2016-12-07,2017-12-07,2018-12-07,1951-05-08,1975-05-25,1,2,1,2,1,1,2018-05-17,0,254.67,0,0,0,0.0,3,0,No,1990,75,1199,13220.0,3,P,3.839,935,74.21218343600273
35,2014-10-21,2016-10-21,2017-10-21,1953-07-31,1978-04-13,0,3,1,1,1,1,2017-04-21,1,249.27,0,0,0,0.0,3,0,Yes,1997,60,1124,8732.71,3,P,3.678,890,71.98083504449008
36,2013-02-05,2017-02-05,2018-02-05,1985-09-19,2004-09-28,1,9,1,3,1,1,2017-02-05,0,275.4,0,0,3,0.75,3,0,No,2005,115,1596,23900.0,5,P,4.227,1245,39.84394250513347
37,2014-07-21,2016-07-21,2017-07-21,1958-09-05,1978-12-12,0,9,1,3,1,1,2016-07-21,0,271.23,0,0,7,1.0,2,0,No,1997,78,2476,14153.84,4,D,4.74,1425,66.88295687885011
38,2010-11-29,2015-12-01,2016-12-01,1958-10-16,1977-07-24,1,7,1,2,1,0,2016-12-01,0,357.46,0,0,0,0.0,2,0,No,2006,75,1248,17971.0,4,D,4.322,1115,66.77070499657769
38,2010-11-29,2016-12-01,2017-12-01,1958-10-16,1977-07-24,1,7,1,2,1,1,2016-12-01,0,376.11,0,0,0,0.0,2,0,No,2006,75,1248,17971.0,4,D,4.322,1115,66.77070499657769
40,2010-10-01,2016-10-01,2017-10-01,1944-01-01,1972-04-01,0,8,1,1,1,0,2017-10-01,0,291.71,0,0,0,0.0,3,1,No,2002,84,1598,14896.95,5,P,4.11,1120,81.56057494866529
40,2010-10-01,2017-10-01,2018-10-01,1944-01-01,1972-04-01,0,8,1,1,1,1,2017-10-01,0,277.14,0,0,0,0.0,3,1,No,2002,84,1598,14896.95,5,P,4.11,1120,81.56057494866529
42,2017-10-04,2018-10-04,2019-10-04,1958-07-22,1978-06-01,1,2,1,1,1,1,2018-10-04,0,376.11,0,0,1,1.0,3,0,No,2006,136,1997,23450.0,5,D,4.333,1431,67.00616016427105
45,2015-03-12,2016-03-12,2017-03-12,1964-04-26,1983-09-03,1,2,1,1,1,1,2016-03-12,0,292.99,0,0,0,0.0,3,0,No,2006,65,1461,12600.0,5,D,3.812,980,61.242984257357975
46,2016-06-01,2018-06-01,2019-06-01,1965-02-22,2007-05-17,1,3,1,1,1,1,2018-06-01,0,322.87,0,0,1,0.0,3,0,No,2004,75,1199,12040.0,5,P,3.839,960,60.41615331964408
46,2016-06-01,2017-06-01,2018-06-01,1965-02-22,2007-05-17,1,3,1,1,1,0,2018-06-01,0,321.26,0,0,1,0.0,3,0,No,2004,75,1199,12040.0,5,P,3.839,960,60.41615331964408
46,2016-06-01,2016-06-01,2017-06-01,1965-02-22,2007-05-17,1,3,1,1,1,0,2018-06-01,0,316.53,0,0,1,0.0,3,0,No,2004,75,1199,12040.0,5,P,3.839,960,60.41615331964408
47,2007-05-11,2018-05-11,2019-05-11,1967-08-02,1985-10-01,0,12,3,3,1,2,2018-05-11,0,165.79,0,0,4,0.36,3,0,No,1995,95,1794,16167.23,5,P,4.51,1225,57.97672826830938
52,2014-10-20,2016-10-20,2017-10-20,1940-09-08,1959-09-16,1,3,1,1,1,1,2017-02-15,1,257.17,0,0,0,0.0,3,0,No,2005,75,1997,20878.68,4,D,4.43,1180,84.87337440109513
54,2014-08-11,2016-08-11,2017-08-11,1943-05-14,1963-05-10,0,3,1,1,1,1,2016-08-11,0,286.23,0,0,0,0.0,3,0,No,2004,105,1896,21090.0,5,D,4.204,1287,82.19575633127995
55,2017-06-19,2018-06-19,2019-06-19,1945-01-15,1995-03-10,0,2,1,1,1,1,2018-06-19,0,343.15,0,0,0,0.0,3,0,No,2004,160,2230,25370.0,4,P,4.676,1480,80.5201916495551
55,2017-06-19,2017-06-19,2018-06-19,1945-01-15,1995-03-10,0,2,1,1,1,0,2018-06-19,0,339.73,0,0,0,0.0,3,0,No,2004,160,2230,25370.0,4,P,4.676,1480,80.5201916495551
58,2015-08-25,2016-08-25,2017-08-25,1955-08-17,1999-03-04,0,4,2,2,1,1,2016-08-25,0,264.88,0,0,1,0.0,3,0,No,2002,100,1596,12561.15,5,P,4.174,1077,69.9356605065024
60,2015-01-13,2017-01-13,2018-01-13,1955-08-30,1973-10-23,0,3,1,1,1,1,2017-01-13,1,310.07,0,0,5,2.5,3,0,No,2004,75,1199,11010.0,5,P,3.817,960,69.90006844626969
61,2013-03-15,2016-03-15,2017-03-15,1959-08-15,1990-11-15,0,9,4,8,1,0,2017-03-15,1,302.34,0,0,9,0.75,3,0,No,2000,90,1587,11689.69,3,P,3.735,920,65.94113620807666
61,2013-03-15,2017-03-15,2018-03-15,1959-08-15,1990-11-15,0,9,5,8,1,2,2017-03-15,1,311.42,0,0,9,0.75,3,0,No,2000,90,1587,11689.69,3,P,3.735,920,65.94113620807666
62,2016-01-25,2016-01-25,2017-01-25,1959-08-15,1990-11-15,0,9,4,8,1,0,2018-01-25,0,262.16,0,0,9,0.0,3,0,No,2000,90,1461,22900.0,3,P,4.695,1398,65.94113620807666
62,2016-01-25,2017-01-25,2018-01-25,1959-08-15,1990-11-15,0,9,5,8,1,1,2018-01-25,0,273.95,0,0,9,0.0,3,0,No,2000,90,1461,22900.0,3,P,4.695,1398,65.94113620807666
62,2016-01-25,2018-01-25,2019-01-25,1959-08-15,1990-11-15,0,9,8,8,1,1,2018-01-25,0,291.75,0,0,9,0.0,3,0,No,2000,90,1461,22900.0,3,P,4.695,1398,65.94113620807666
66,2016-04-05,2017-04-05,2018-04-05,1959-04-08,1977-12-23,1,2,1,2,1,1,2017-04-05,0,497.12,0,0,2,2.0,2,0,No,2005,109,2982,27282.41,2,D,5.993,2015,66.2943189596167
69,2013-03-01,2016-03-01,2017-03-01,1960-04-20,1982-03-16,1,4,1,1,1,1,2016-03-01,0,269.15,0,0,0,0.0,3,0,No,2000,90,1587,14043.67,5,P,4.167,1078,65.25941136208077
70,2016-02-01,2018-02-01,2019-02-01,1959-10-17,1984-11-01,1,3,1,2,1,1,2018-02-01,0,251.6,0,0,7,1.0,3,1,Yes,2001,90,1997,17205.0,5,D,4.188,1200,65.76865160848733
70,2016-02-01,2017-02-01,2018-02-01,1959-10-17,1984-11-01,1,3,1,2,1,0,2018-02-01,0,250.35,0,0,7,1.0,3,1,Yes,2001,90,1997,17205.0,5,D,4.188,1200,65.76865160848733
76,2014-06-18,2018-06-18,2019-06-18,1941-11-13,1961-10-10,1,5,1,1,1,1,2018-06-18,0,270.89,0,0,2,0.5,3,1,No,2007,55,999,7800.0,5,P,3.495,830,83.69336071184121
76,2014-06-18,2017-06-18,2018-06-18,1941-11-13,1961-10-10,1,5,1,1,1,0,2018-06-18,0,270.89,0,0,2,0.5,3,1,No,2007,55,999,7800.0,5,P,3.495,830,83.69336071184121
76,2014-06-18,2016-06-18,2017-06-18,1941-11-13,1961-10-10,1,5,1,1,1,0,2018-06-18,0,263.0,0,0,2,0.5,3,1,No,2007,55,999,7800.0,5,P,3.495,830,83.69336071184121
77,2015-04-07,2017-04-07,2018-04-07,1979-11-26,2001-12-07,0,3,1,1,1,1,2017-04-07,1,292.09,0,0,1,0.5,3,1,No,2001,75,1360,11910.0,5,P,3.835,950,45.659137577002056
82,2009-12-02,2015-12-02,2016-12-02,1940-04-01,1971-07-02,1,7,1,1,1,1,2015-12-02,0,367.66,0,0,2,0.33,2,0,No,2007,75,1360,13269.0,4,P,4.108,1125,85.31143052703628
86,2015-05-07,2016-05-07,2017-05-07,1953-06-26,1976-03-23,1,2,1,1,1,1,2016-05-07,0,358.7,0,0,0,0.0,3,1,No,2008,109,1991,27625.0,5,D,4.273,1360,72.0766598220397
89,2014-01-21,2016-01-21,2017-01-21,1955-03-05,1992-07-21,0,3,1,1,1,1,2016-01-21,0,222.42,0,0,0,0.0,3,0,No,2006,72,1150,10165.0,3,P,3.88,990,70.3874058863792
106,2016-11-14,2016-11-14,2017-11-14,1955-06-17,1984-08-25,0,7,2,2,1,1,2017-05-14,1,222.44,0,0,5,0.0,3,0,No,1994,60,1390,11791.86,5,P,4.02,1075,70.10266940451746
109,2015-10-28,2016-10-28,2017-10-28,1946-04-01,1965-08-01,0,17,1,2,1,1,2016-10-28,0,239.9,0,0,7,0.0,3,0,No,2013,70,1198,15224.99,5,P,3.97,997,79.31279945242984
110,2017-07-01,2018-07-01,2019-07-01,1949-09-16,1989-06-28,1,2,1,1,1,1,2018-07-01,0,297.12,0,0,1,1.0,3,0,No,2005,90,1997,17920.0,3,D,4.202,1243,75.85215605749487
111,2017-07-03,2018-07-03,2019-07-03,1948-09-20,1985-04-08,1,2,2,2,1,1,2018-07-03,0,410.64,0,0,1,1.0,3,0,No,2002,136,1560,20700.86,5,D,3.709,1090,76.84052019164956
112,2008-09-18,2016-09-18,2017-09-18,1949-10-19,1983-01-01,0,11,1,1,1,0,2018-09-18,0,219.22,0,0,3,0.0,3,0,No,1986,45,993,6012.53,3,P,3.43,760,75.76180698151951
112,2008-09-18,2017-09-18,2018-09-18,1949-10-19,1983-01-01,0,11,1,1,1,0,2018-09-18,0,214.42,0,0,3,0.0,3,0,No,1986,45,993,6012.53,3,P,3.43,760,75.76180698151951
112,2008-09-18,2018-09-18,2019-09-18,1949-10-19,1983-01-01,0,11,1,1,1,1,2018-09-18,0,221.92,0,0,3,0.0,3,0,No,1986,45,993,6012.53,3,P,3.43,760,75.76180698151951
113,2005-11-24,2015-11-24,2016-11-24,1951-06-19,1982-01-21,0,13,1,2,1,0,2016-11-24,0,219.87,0,0,3,0.0,3,0,No,1989,63,1324,8550.54,3,P,4.04,970,74.09719370294319
113,2005-11-24,2016-11-24,2017-11-24,1951-06-19,1982-01-21,0,13,1,2,1,1,2016-11-24,0,226.46,0,0,3,0.0,3,0,No,1989,63,1324,8550.54,3,P,4.04,970,74.09719370294319
114,2013-04-01,2017-04-01,2018-04-01,1942-10-15,1967-07-15,1,5,1,1,1,1,2017-04-01,1,408.66,0,0,4,1.0,3,1,No,2006,115,1753,21090.0,5,D,4.342,1427,82.77344284736482
117,2008-06-06,2016-06-01,2017-06-01,1956-03-01,1977-07-01,0,15,2,3,1,2,2016-06-01,0,314.32,0,0,5,0.38,3,0,No,2008,105,1896,19300.0,5,D,4.572,1310,69.39630390143738
119,2015-01-22,2016-01-22,2017-01-22,1964-06-10,1986-01-27,1,2,1,1,1,1,2016-01-22,0,376.8,0,0,0,0.0,3,0,Yes,2007,109,1991,22700.0,5,D,3.838,1345,61.11978097193703
120,2017-03-01,2017-03-01,2018-03-01,1964-02-08,1982-02-09,0,4,2,2,1,1,2017-09-01,1,246.14,0,0,0,0.0,3,0,No,1996,78,1498,7799.1,3,P,4.26,1007,61.45653661875428
124,2017-11-22,2018-11-22,2019-11-22,1963-10-03,1987-05-19,0,2,1,1,1,1,2018-11-22,0,364.52,0,0,0,0.0,2,0,No,1995,86,2953,15817.44,5,D,4.61,1820,61.80698151950719
124,2017-11-22,2017-11-22,2018-11-22,1963-10-03,1987-05-19,0,2,1,1,1,0,2018-11-22,0,360.91,0,0,0,0.0,2,0,No,1995,86,2953,15817.44,5,D,4.61,1820,61.80698151950719
126,2016-06-08,2016-06-08,2017-06-08,1970-10-05,1988-11-01,1,2,3,3,1,1,2016-12-08,1,679.79,0,0,2,0.0,2,1,No,2003,100,1870,23850.0,5,D,4.782,1773,54.80082135523614
127,2014-10-21,2017-10-21,2018-10-21,1970-08-01,1989-05-11,0,5,3,4,1,2,2017-10-21,0,291.4,0,0,3,0.67,2,0,No,2003,92,1905,16305.46,5,D,4.44,1405,54.978781656399725
128,2015-06-02,2017-06-02,2018-06-02,1970-08-01,1989-05-11,0,5,3,4,1,2,2017-06-02,0,222.93,0,0,3,0.5,3,0,No,2003,92,899,5398.68,5,D,3.48,680,54.978781656399725
129,2015-01-22,2016-01-22,2017-01-22,1971-07-04,1989-10-19,0,10,1,2,1,1,2016-01-22,0,317.59,0,0,4,0.0,3,0,No,2002,125,2172,25212.46,4,D,4.495,1480,54.05612594113621
138,2013-03-04,2016-03-04,2017-03-04,1980-11-27,2002-11-29,0,1,1,2,1,1,2016-03-04,1,567.57,0,0,8,0.33,3,0,No,2012,110,1686,21465.0,5,D,4.419,1428,44.65434633812457
140,2017-09-21,2018-09-21,2019-09-21,1979-11-18,2012-01-27,0,2,1,1,1,1,2018-09-21,0,290.54,0,0,2,2.0,3,0,No,2001,120,1870,22110.0,5,D,4.259,1430,45.68104038329911
141,2009-10-01,2016-10-01,2017-10-01,1974-03-25,1996-10-21,1,9,1,2,1,1,2016-10-01,0,388.05,0,0,1,0.14,2,1,No,2000,104,2494,23508.0,4,D,4.885,1800,51.331964407939765
144,2016-04-21,2017-04-21,2018-04-21,1955-03-19,1991-04-16,1,5,2,3,1,2,2017-04-21,0,551.6,0,0,8,1.0,3,1,No,2006,65,1390,18325.0,5,D,4.282,1439,70.34907597535934
149,2018-04-20,2018-04-20,2019-04-20,1964-01-01,1984-05-15,0,1,1,1,1,1,2018-04-24,1,457.47,0,0,0,0.0,3,1,Yes,2001,130,1896,25980.0,4,D,4.703,1375,61.5605749486653
151,2018-04-01,2018-04-01,2019-04-01,1969-03-30,1991-07-17,0,1,1,1,1,1,2018-10-01,1,403.55,0,0,0,0.0,3,0,Yes,2002,90,1364,12590.0,3,P,3.839,960,56.31759069130732
154,2013-12-24,2015-12-24,2016-12-24,1979-05-31,1997-07-07,1,5,2,2,1,2,2015-12-24,1,266.6,0,0,0,0.0,3,1,No,2003,130,1896,22960.0,3,D,4.149,1151,46.1492128678987
157,2015-06-24,2017-06-24,2018-06-24,1985-07-23,2007-04-25,1,4,2,2,1,1,2017-06-24,1,359.63,0,0,2,1.0,3,1,No,1998,58,1527,11149.0,5,D,3.72,910,40.002737850787135
160,2017-02-08,2017-02-08,2018-02-08,1977-08-07,2001-09-21,0,6,2,3,1,0,2018-02-08,1,207.1,0,0,2,0.0,3,0,No,2002,65,1149,10810.0,3,D,3.71,880,47.96167008898015
160,2017-02-08,2018-02-08,2019-02-08,1977-08-07,2001-09-21,0,6,2,3,1,1,2018-02-08,1,208.14,0,0,2,0.0,3,0,No,2002,65,1149,10810.0,3,D,3.71,880,47.96167008898015
165,2008-11-25,2015-11-25,2016-11-25,1940-01-17,1972-03-09,0,9,1,2,1,1,2015-11-25,0,215.0,0,0,0,0.0,3,1,No,2000,60,1149,11230.0,5,P,3.71,900,85.51676933607118
166,2012-06-27,2016-07-01,2017-07-01,1965-03-23,1987-09-29,1,10,1,4,2,0,2018-07-01,0,416.5,0,0,2,0.0,3,1,No,2004,140,1968,24550.0,5,D,4.467,1469,60.336755646817245
166,2012-06-27,2017-07-01,2018-07-01,1965-03-23,1987-09-29,1,10,1,4,2,0,2018-07-01,0,424.83,0,0,2,0.0,3,1,No,2004,140,1968,24550.0,5,D,4.467,1469,60.336755646817245
166,2012-06-27,2018-07-01,2019-07-01,1965-03-23,1987-09-29,1,10,1,4,2,1,2018-07-01,0,420.58,0,0,2,0.0,3,1,No,2004,140,1968,24550.0,5,D,4.467,1469,60.336755646817245
173,2000-01-17,2018-01-17,2019-01-17,1943-11-20,1964-12-18,1,19,1,1,1,1,2018-01-17,0,283.13,0,0,0,0.0,3,1,No,2000,100,1596,17360.0,4,P,4.382,1131,81.67556468172485
173,2000-01-17,2017-01-17,2018-01-17,1943-11-20,1964-12-18,1,19,1,1,1,0,2018-01-17,0,287.45,0,0,0,0.0,3,1,No,2000,100,1596,17360.0,4,P,4.382,1131,81.67556468172485
173,2000-01-17,2016-01-17,2017-01-17,1943-11-20,1964-12-18,1,19,1,1,1,0,2018-01-17,0,279.09,0,0,0,0.0,3,1,No,2000,100,1596,17360.0,4,P,4.382,1131,81.67556468172485
174,2001-04-09,2016-04-09,2017-04-09,1975-07-20,1995-11-03,1,16,1,1,1,1,2016-04-09,0,283.97,0,0,11,0.73,3,1,No,2001,75,1598,12525.09,5,P,4.11,1150,50.012320328542096
